time,id,mood,arousal,valence,activity,screen,call,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather,id_label
3/19/14,3,6.75,1.0,0.75,0.133691265,6095.810001,0,0,235.807,4320.741,1031.177,0.0,0.0,0.0,122.397,0.0,0.0,23.393,15.09,0.0,AS14.05
3/20/14,3,7.2,1.0,0.8,0.118456799,4862.8659990000015,0,1,122.208,4486.863,512.418,0.0,0.0,0.0,157.196,0.0,0.0,0.0,0.0,0.0,AS14.05
3/21/14,3,7.25,0.0,1.0,0.050197723,3032.3190000000004,2,3,393.794,2267.379,375.792,0.0,0.0,0.0,53.848,0.0,0.0,0.0,0.0,0.0,AS14.05
3/22/14,3,3.75,-2.0,-1.0,0.018560992,1806.18,0,0,13.041,1098.569,641.9209999999998,0.0,0.0,0.0,118.051,0.0,0.0,0.0,7.0360000000000005,0.0,AS14.05
3/23/14,3,4.4,-1.4,-1.0,0.085242897,3991.816,1,9,269.464,2880.448,749.3389999999998,0.0,0.0,0.0,91.277,0.0,0.0,0.0,0.0,0.0,AS14.05
3/24/14,3,3.75,-2.0,-1.0,0.006535872,4166.945001,0,1,1117.885,3652.671,554.26,0.0,0.0,0.0,124.07,0.0,0.0,99.938,153.627,0.0,AS14.05
3/25/14,3,5.333333333,-1.0,0.333333333,0.040966888,9523.143001,0,1,115.586,5931.509,2687.957000000001,0.0,0.0,0.0,253.707,0.0,0.0,157.19799999999995,495.038,0.0,AS14.05
3/26/14,3,5.5,-0.5,0.25,0.039236509,8523.029,0,1,176.916,7550.9,715.528,0.0,0.0,0.0,93.703,0.0,0.0,124.287,0.0,0.0,AS14.05
3/27/14,3,5.8,-0.6,0.2,0.07717586,11263.526000000002,1,1,620.8580000000002,8743.153,1137.204,0.0,0.0,0.0,107.356,0.0,0.0,137.643,26.285,0.0,AS14.05
3/28/14,3,6.2,0.0,0.6,0.045324583,4806.28,1,0,308.83,3767.675,4129.413,0.0,0.0,0.0,111.722,345.00699999999995,0.0,0.0,17.070999999999998,0.0,AS14.05
3/29/14,3,6.4,-0.4,1.0,0.104423182,2506.719,3,1,473.51,1584.78,345.242,0.0,0.0,0.0,91.391,0.0,0.0,32.533,47.14,0.0,AS14.05
3/30/14,3,6.2,-0.8,0.8,0.07491951,4132.284999,4,0,194.232,3235.621,360.442,0.0,0.0,0.0,126.417,0.0,0.0,22.921,95.895,0.0,AS14.05
3/31/14,3,6.8,-0.4,1.0,0.055341322000000005,1278.240999,2,0,110.377,581.754,1269.714,0.0,0.0,0.0,122.04,0.0,0.0,255.71,66.52600000000001,0.0,AS14.05
4/1/14,3,7.0,0.0,1.0,0.078125986,4642.274999,0,0,459.605,2799.097,919.047,0.0,0.0,0.0,68.679,356.50699999999995,0.0,52.488,19.131,0.0,AS14.05
4/2/14,3,7.0,-0.2,1.0,0.07312614099999999,3362.542999,0,0,388.53,1747.588,651.506,0.0,0.0,0.0,112.719,308.7990000000001,0.0,175.62400000000005,10.106,0.0,AS14.05
4/3/14,3,7.2,-1.0,0.8,0.052751485,4592.4509990000015,0,0,707.565,3026.877,251.912,0.0,0.0,0.0,86.589,644.762,0.0,0.0,0.0,0.0,AS14.05
4/4/14,3,7.0,-0.8,1.0,0.041456524,9140.195001,3,0,1581.809,6527.512,272.731,0.0,0.0,0.0,245.756,237.591,0.0,240.52,22.511,0.0,AS14.05
4/5/14,3,7.5,0.0,1.0,0.06928846400000001,2489.053001,1,0,279.144,1322.723,217.571,0.0,0.0,0.0,458.47,0.0,0.0,117.526,0.0,0.0,AS14.05
4/6/14,3,6.8,-0.4,1.0,0.077362638,4267.385,2,0,229.397,3604.419,887.666,0.0,0.0,0.0,65.893,6.0360000000000005,0.0,0.0,72.998,0.0,AS14.05
4/7/14,3,6.75,-0.25,0.75,0.06685869400000001,5002.379,1,0,471.083,4020.034,348.5130000000001,0.0,0.0,0.0,77.921,0.0,0.0,46.25100000000001,32.203,0.0,AS14.05
4/8/14,3,6.75,0.25,0.0,0.08512478,2492.8190010000008,1,0,271.837,1472.667,2000.842,0.0,0.0,0.0,652.77,0.0,0.0,7.044,0.0,0.0,AS14.05
4/9/14,3,7.0,0.25,0.75,0.153618953,7907.565998999998,1,0,498.626,6228.592,931.454,0.0,0.0,0.0,144.336,7.1610000000000005,0.0,87.147,4.016,0.0,AS14.05
4/10/14,3,7.2,0.8,1.0,0.01334712,3369.278,1,0,489.721,2104.748,879.885,0.0,0.0,0.0,1896.158,257.664,0.0,0.0,4.033,0.0,AS14.05
4/11/14,3,7.0,0.2,0.6,0.09461525,5875.0980009999985,0,0,1013.046,4781.4,551.691,0.0,0.0,21.127,100.988,72.543,0.0,0.0,5.04,0.0,AS14.05
4/12/14,3,7.0,-1.4,1.0,0.049298857,9284.784999,0,3,374.492,7058.309,531.6519999999998,0.0,0.0,0.0,102.538,766.9730000000002,0.0,148.69299999999996,38.441,0.0,AS14.05
4/13/14,3,7.5,0.333333333,1.0,0.114127383,2350.608001,13,0,618.154,1668.641,201.961,0.0,0.0,0.0,141.63,198.636,0.0,0.0,0.0,0.0,AS14.05
4/14/14,3,6.4,-1.2,0.4,0.101723445,4047.473,0,0,624.276,1498.658,389.578,0.0,0.0,0.0,148.628,1141.03,0.0,246.393,74.09899999999998,0.0,AS14.05
4/15/14,3,7.0,0.2,0.8,0.057296549,7540.2870010000015,0,0,389.689,4296.69,602.297,0.0,0.0,0.0,595.1669999999998,1561.8870000000004,0.0,219.536,11.224,0.0,AS14.05
4/16/14,3,7.2,-0.6,0.8,0.105649431,1779.036,0,0,224.474,1065.002,235.091,0.0,0.0,0.0,126.471,462.505,0.0,0.0,23.194000000000006,0.0,AS14.05
4/17/14,3,6.6,0.4,0.6,0.115038456,5463.501,0,0,582.436,4081.767,437.383,0.0,0.0,0.0,86.82600000000002,833.7080000000002,0.0,40.053,40.364,0.0,AS14.05
4/18/14,3,7.5,0.25,1.0,0.115167407,5954.957001,1,1,1123.99,4169.94,826.4680000000002,0.0,0.0,0.0,269.606,881.555,0.0,192.519,3.028,0.0,AS14.05
4/19/14,3,7.2,-0.8,0.8,0.06088699,2441.471002,2,0,116.467,1140.55,43.79,0.0,0.0,0.0,112.552,904.395,0.0,105.788,14.285,0.0,AS14.05
4/20/14,3,7.2,-1.2,1.0,0.035382993,7613.73,0,0,372.859,4990.249,619.547,0.0,0.0,0.0,46.363,1471.2520000000004,0.0,180.368,109.92,0.0,AS14.05
4/21/14,3,7.2,-0.6,1.0,0.101777458,7826.858,0,0,433.548,5939.196,366.749,0.0,0.0,0.0,62.632,647.545,5.029,55.333,215.029,0.0,AS14.05
4/22/14,3,7.2,0.4,1.0,0.06284798,4750.197002,1,1,525.8,2224.006,279.441,0.0,0.0,0.0,152.116,1452.1129999999996,0.0,97.567,12.18,0.0,AS14.05
4/23/14,3,7.2,-1.0,1.0,0.080946897,4737.818999,0,1,244.856,3439.813,966.003,0.0,0.0,0.0,73.26,888.153,0.0,116.184,0.0,0.0,AS14.05
4/24/14,3,7.2,-0.75,1.0,0.039371066,5063.664001,0,0,440.236,3924.221,99.176,0.0,0.0,0.0,58.243,543.865,0.0,49.194,10.037,0.0,AS14.05
4/25/14,3,7.2,-1.2,1.0,0.049052722,5750.144003,3,0,1591.0179999999998,3506.2270000000008,838.425,0.0,0.0,0.0,65.782,1261.784,0.0,218.396,35.265,0.0,AS14.05
4/26/14,3,7.8,-0.8,1.0,0.200166361,5481.505,2,1,688.9739999999998,3364.003,1170.485,0.0,0.0,0.0,146.654,709.549,0.0,16.074,72.459,0.0,AS14.05
4/27/14,3,7.4,-0.6,1.0,0.018822483,3046.840001,0,0,130.072,3169.6020000000008,230.117,0.0,0.0,0.0,217.575,522.991,0.0,0.0,78.758,0.0,AS14.05
4/28/14,3,7.0,-0.6,1.0,0.010304628,6057.33,1,0,427.954,4711.91,671.5269999999998,0.0,0.0,0.0,55.599,572.717,0.0,174.014,3.01,0.0,AS14.05
4/29/14,3,6.8,0.4,0.8,0.041165097000000005,3830.345999,0,0,0.0,2739.915,583.655,0.0,0.0,0.0,141.214,2346.645,0.0,175.47799999999995,10.124,0.0,AS14.05
4/30/14,3,7.0,-0.6,1.0,0.061608518,3712.833,0,0,31.581,2949.2870000000007,103.591,0.0,0.0,0.0,64.292,345.148,0.0,203.296,10.068,0.0,AS14.05
5/1/14,3,6.8,-0.2,1.0,0.025292275,5083.854999,0,0,343.089,4160.492,90.454,0.0,0.0,0.0,139.338,495.205,0.0,0.0,0.0,0.0,AS14.05
5/2/14,3,7.0,-0.2,1.0,0.00681724,12600.606000000002,0,7,3161.149000000001,7488.641,390.407,0.0,0.0,0.0,449.645,893.075,0.0,119.587,42.229,0.0,AS14.05
5/3/14,3,6.75,0.25,1.0,0.054470851,3715.250999,1,5,489.999,2458.414,164.737,0.0,0.0,0.0,59.096,717.7389999999998,0.0,214.516,9.075,0.0,AS14.05
5/4/14,3,7.0,0.25,1.0,0.072580335,4132.476999,2,0,177.708,3289.885,269.681,0.0,0.0,0.0,104.053,71.958,0.0,110.071,26.158,0.0,AS14.05
5/5/14,3,6.333333333,-0.333333333,1.0,0.00249066,49.03300023,0,0,0.0,32.771,5.155,0.0,0.0,0.0,10.221,0.0,0.0,0.0,0.0,0.0,AS14.05
3/24/14,4,7.0,-1.0,0.0,0.0434319,2508.255,3,0,43.495,1100.514,1073.377,0.0,0.0,0.0,220.348,292.297,0.0,0.0,0.0,0.0,AS14.06
3/25/14,4,7.0,-0.2,0.6,0.13770858800000002,7729.770001000001,0,0,116.887,3930.897,2999.969,0.0,0.0,276.938,112.22,874.732,0.0,0.0,0.0,0.0,AS14.06
3/26/14,4,8.0,0.5,1.5,0.135562653,7892.531001,2,0,212.512,3234.5,1950.957,0.0,0.0,35.692,60.047,3143.653,564.1759999999998,0.0,0.0,0.0,AS14.06
3/27/14,4,7.0,0.25,0.25,0.132328605,8167.157001,1,0,523.696,4045.84,2453.259,0.0,0.0,0.0,55.648,1081.538,0.0,0.0,0.0,0.0,AS14.06
3/28/14,4,7.6,-0.2,0.8,0.17147079399999998,6928.638002,0,1,42.31100000000001,3588.191,1995.996,0.0,0.0,42.26300000000001,367.836,3417.103,80.015,0.0,0.0,0.0,AS14.06
3/29/14,4,7.8,0.0,1.0,0.111580882,3907.131,0,0,32.411,1881.483,786.555,0.0,0.0,0.0,101.467,1257.523,0.0,0.0,0.0,0.0,AS14.06
3/30/14,4,7.8,0.0,0.8,0.211297852,8933.720999,1,4,1874.664,549.846,2057.889,0.0,2386.332000000001,0.0,44.39100000000001,2072.094,0.0,0.0,0.0,4.859,AS14.06
3/31/14,4,7.0,-0.2,0.4,0.16060545699999998,7504.322001,1,0,2017.195,2061.095,2416.332000000001,0.0,0.0,27.522,49.306,2699.895,0.0,0.0,0.0,0.0,AS14.06
4/1/14,4,7.75,0.0,0.75,0.225853623,8370.87,3,0,1351.484,4034.721,775.56,0.0,866.915,0.0,56.761,2224.119,0.0,0.0,0.0,0.0,AS14.06
4/2/14,4,6.8,-0.6,0.4,0.162552521,9183.504001,4,0,597.655,4435.702,1418.497,0.0,0.0,167.0,58.694,2845.707000000001,22.122,0.0,0.0,0.0,AS14.06
4/3/14,4,7.2,0.0,0.4,0.209573898,7130.967,2,0,509.24,3895.875,1316.649,0.0,9.028,0.0,54.772,1875.638,167.515,0.0,0.0,0.0,AS14.06
4/4/14,4,7.0,-0.4,0.2,0.14952381,9345.663,0,0,859.8789999999998,3580.079,1366.65,0.0,1636.7320000000002,0.0,41.732,2963.02,549.962,0.0,0.0,0.0,AS14.06
4/5/14,4,7.0,-0.4,0.8,0.292273902,4097.588,2,0,537.624,1395.313,559.464,0.0,0.0,0.0,81.583,2637.35,119.68,0.0,0.0,0.0,AS14.06
4/6/14,4,7.0,-1.0,0.4,0.020425725,5300.544999000002,1,0,760.5369999999998,886.779,533.16,0.0,0.0,0.0,76.721,3042.546,0.0,0.0,0.0,0.0,AS14.06
4/7/14,4,6.2,-0.6,0.0,0.19494721,6208.289999000001,3,0,402.886,3437.375,581.422,0.0,0.0,0.0,43.457,2274.866,37.449,0.0,0.0,0.0,AS14.06
4/8/14,4,6.6,-0.2,0.0,0.17494856,8079.531999,4,1,2506.426,3951.1540000000014,1588.404,0.0,636.9580000000002,172.817,61.256,1512.964,4.01,0.0,0.0,0.0,AS14.06
4/9/14,4,7.4,0.4,0.8,0.103095975,9689.767,1,0,1589.932,4194.89,2658.2990000000004,0.0,0.0,473.817,60.772,3642.325,247.616,0.0,0.0,1.007,AS14.06
4/10/14,4,7.6,-0.2,0.8,0.224284245,7552.357,1,4,776.309,3493.525,926.864,0.0,9.124,0.0,57.606,3132.322,890.794,0.0,0.0,26.138,AS14.06
4/11/14,4,7.8,-0.2,1.0,0.20591671,6816.562,0,0,48.418,2938.318,6358.007,0.0,0.0,90.136,61.621,3226.0690000000004,100.72,0.0,0.0,0.0,AS14.06
4/12/14,4,8.2,0.4,1.0,0.233912232,4206.082001,0,0,257.655,682.347,1565.4920000000004,0.0,371.671,0.0,90.893,1145.472,70.887,0.0,0.0,16.081,AS14.06
4/13/14,4,6.666666667,-1.5,0.333333333,0.344741533,7659.935,2,0,1229.583,4051.383,710.222,0.0,0.0,0.0,55.635,2150.362,404.989,0.0,0.0,0.0,AS14.06
4/14/14,4,7.25,-0.25,0.75,0.17874293800000002,4463.483999,2,0,1113.333,2002.915,571.143,0.0,0.0,29.434,38.558,701.4730000000002,0.0,0.0,0.0,0.0,AS14.06
4/15/14,4,7.0,-0.4,0.6,0.200563607,6740.18,5,1,1489.296,3870.255,1070.073,0.0,0.0,71.646,58.973,2801.255,18.202,0.0,0.0,12.056,AS14.06
4/16/14,4,7.6,0.0,0.4,0.145065085,15929.544,1,0,1915.677,6571.259,2434.444,0.0,0.0,18.5,65.859,3611.662,80.631,0.0,0.0,0.0,AS14.06
4/17/14,4,6.8,0.2,0.6,0.151670692,12332.707,1,0,621.974,4482.571,3229.619,0.0,0.0,297.992,1444.059,2761.658,37.3,0.0,0.0,0.0,AS14.06
4/18/14,4,6.25,-1.0,0.5,0.146215475,7052.253001000001,3,0,714.672,3474.757,1980.954,0.0,76.947,10.072,57.885,913.463,331.93,0.0,0.0,0.0,AS14.06
4/19/14,4,6.8,0.2,0.6,0.098263889,5234.979001,4,0,596.872,3080.599,1188.453,0.0,0.0,0.0,61.89100000000001,188.92,116.222,0.0,0.0,0.0,AS14.06
4/20/14,4,8.2,0.6,0.8,0.029657567000000006,5498.428000000001,0,0,105.115,1344.616,1232.219,0.0,0.0,0.0,52.714,2966.1890000000008,0.0,0.0,0.0,0.0,AS14.06
4/21/14,4,7.0,0.2,0.6,0.078239373,7144.266,1,0,36.102,2974.157,2439.452,0.0,0.0,0.0,60.81100000000001,2282.25,143.069,0.0,0.0,0.0,AS14.06
4/22/14,4,6.6,-0.4,0.6,0.144497799,15079.282,6,1,1639.879,7600.51,4082.612,0.0,0.0,43.966,72.462,1462.693,230.95,0.0,0.0,0.0,AS14.06
4/23/14,4,7.0,0.0,0.8,0.133727355,9755.812,4,0,355.767,5508.012,2288.483,0.0,0.0,102.875,138.344,2548.81,191.863,0.0,0.0,26.582,AS14.06
4/24/14,4,7.75,-0.25,0.75,0.235710513,7186.624999,5,3,1067.787,4002.342,1071.875,0.0,0.0,4.016,123.409,958.284,208.069,0.0,0.0,15.117,AS14.06
4/25/14,4,6.4,-1.0,0.4,0.265,8179.015,3,0,808.688,3095.93,1781.675,0.0,0.0,59.679,48.46,3203.542,255.394,0.0,0.0,0.0,AS14.06
4/26/14,4,7.5,0.0,1.0,0.206597222,6388.543001,10,1,694.78,2761.175,1091.925,0.0,0.0,136.35399999999998,65.94800000000001,712.429,924.031,0.0,0.0,0.0,AS14.06
4/27/14,4,7.2,-0.6,1.0,0.059715839000000014,1710.335001,0,0,0.0,529.021,354.392,0.0,0.0,0.0,52.556,708.3480000000002,166.64,0.0,0.0,0.0,AS14.06
4/28/14,4,6.75,-0.25,0.5,0.172324435,6545.048001,0,0,50.26300000000001,4157.267,1114.321,0.0,0.0,31.483,29.229,1573.8570000000002,0.0,0.0,0.0,0.0,AS14.06
4/29/14,4,7.25,0.0,1.0,0.175197116,8530.252001,2,0,1423.879,4224.186,2081.564,0.0,0.0,0.044,40.293,4444.076,0.0,0.0,0.0,0.0,AS14.06
4/30/14,4,6.8,-0.6,0.6,0.108884278,8637.355999,1,0,788.811,3771.92,2404.075,0.0,0.0,92.167,42.517,1605.029,63.787,0.0,0.0,0.0,AS14.06
5/1/14,4,8.0,0.0,1.0,0.326726845,3277.344,2,0,290.615,1144.89,1676.511,0.0,0.0,11.035,43.191,1206.588,276.651,0.0,0.0,0.0,AS14.06
5/2/14,4,7.2,-0.75,1.0,0.185263653,6839.912998000002,4,0,915.983,2552.237,387.638,0.0,0.0,0.0,37.36,2691.042,263.373,0.0,0.0,7.101,AS14.06
5/3/14,4,6.25,-0.75,0.0,0.220258715,1446.624,0,0,4.009,995.107,234.769,0.0,0.0,123.711,75.887,494.587,0.0,0.0,0.0,0.0,AS14.06
5/4/14,4,7.6,-0.8,0.75,0.167090557,3883.250999,0,0,366.025,1572.977,272.503,0.0,0.0,0.0,135.42700000000002,1430.776,4.015,93.997,0.0,0.0,AS14.06
5/5/14,4,7.0,-0.666666667,0.666666667,0.08203703700000001,5316.623000000001,0,0,24.224,2457.729,742.934,0.0,0.0,0.0,31.449,2002.652,56.464,0.0,0.0,0.0,AS14.06
5/6/14,4,6.78874999999903,-0.29259259260000003,0.6311111111111113,0.127155307,8128.757998999998,1,0,250.912,4816.999,1168.506,0.0,0.0,108.783,0.0,3125.973,40.743,0.0,0.0,0.0,AS14.06
5/7/14,4,6.75,-0.5,0.25,0.117385233,9289.809001,2,3,1376.355,4161.499,2098.901,0.0,0.0,187.294,624.226,2161.716,24.233,0.0,0.0,8.026,AS14.06
5/8/14,4,7.0,-1.0,1.0,0.0,0.0,0,0,0.0,303.463,14.932,0.0,0.0,0.0,0.0,63.596,0.0,0.0,0.0,0.0,AS14.06
3/17/14,5,6.205586666633014,-0.5236111111458334,0.3864583333333334,0.08033186763414632,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.07
3/18/14,5,6.203308333324988,-0.5236111111458334,0.3864583333333334,0.08033186763414632,1183.394,3,0,443.708,1270.575,1492.717,0.0,0.0,0.0,172.09900000000005,220.986,0.0,59.39100000000001,0.0,0.0,AS14.07
3/19/14,5,6.8,-1.0,1.4,0.08033186763414632,11526.837,0,2,1804.64,6479.005,1763.223,0.0,0.0,0.0,90.872,941.66,145.957,255.16,0.0,0.0,AS14.07
3/20/14,5,5.25,-0.75,-0.25,0.08033186763414632,10738.888,0,1,1493.619,6893.656,1129.463,0.0,0.0,0.0,87.43299999999998,1085.914,0.0,0.0,0.0,0.0,AS14.07
3/21/14,5,7.0,0.333333333,1.0,0.08033186763414632,17950.133,0,0,897.921,3941.176,783.125,0.0,0.0,0.0,90.276,1859.596,164.604,0.0,31.218000000000004,0.0,AS14.07
3/22/14,5,6.0,-0.4,0.0,0.08033186763414632,11019.821000000002,0,0,525.192,6418.446,1858.396,0.0,0.0,0.0,357.72,1285.583,614.246,114.432,0.0,0.0,AS14.07
3/23/14,5,7.75,0.0,1.5,0.08033186763414632,10202.638,0,0,681.1460000000002,7697.431,632.7959999999998,0.0,0.0,0.0,113.335,766.535,0.0,0.0,0.0,0.0,AS14.07
3/24/14,5,8.0,0.5,1.0,0.08033186763414632,5517.154999,4,9,1452.4489999999996,3062.2090000000007,513.355,0.0,0.0,0.0,188.645,533.795,58.215,0.0,0.0,0.0,AS14.07
3/25/14,5,7.666666667,-0.5,1.333333333,0.134344902,12516.448,4,0,1127.023,7485.306,1492.521,0.0,0.0,0.0,643.485,1495.451,130.934,0.0,0.0,0.0,AS14.07
3/26/14,5,6.6,0.2,0.6,0.103293731,9189.552,8,4,2381.75,4506.427,1274.317,0.0,0.0,0.0,103.919,670.895,203.741,0.0,0.0,0.0,AS14.07
3/27/14,5,6.8,0.2,0.4,0.08970024800000001,9708.778999,2,8,1945.115,4822.297000000001,261.867,0.0,0.0,0.0,60.278,2251.693,51.768,0.0,0.0,0.0,AS14.07
3/28/14,5,8.25,0.25,1.5,0.098099842,12984.041,1,0,2655.327,4794.411,2162.614,0.0,0.0,0.0,231.768,1918.225,647.0930000000002,305.073,14.226,0.0,AS14.07
3/29/14,5,7.0,0.2,1.0,0.041875854,10574.726,0,5,1742.942,1932.913,5360.103,0.0,0.0,0.0,378.55,1480.095,307.752,0.0,0.0,0.0,AS14.07
3/30/14,5,6.2,0.2,0.0,0.06257346,8739.792,2,1,1742.2020000000002,4133.703,607.082,0.0,0.0,0.0,71.024,1260.88,266.05,0.0,0.0,0.0,AS14.07
3/31/14,5,4.333333333,-1.0,0.0,0.051366077,13187.446000000002,5,1,1666.65,4982.926,3794.411,0.0,0.0,0.0,48.167,2314.643,207.856,0.0,0.0,0.0,AS14.07
4/1/14,5,6.6,-1.0,0.8,0.080762258,14699.7,3,8,1262.832,7405.549,4756.246,0.0,0.0,0.0,55.382,1063.995,0.0,0.0,0.0,0.0,AS14.07
4/2/14,5,5.5,-1.25,0.25,0.156187453,13329.965,13,4,3917.305,4219.394,1723.76,0.0,0.0,0.0,105.003,946.703,711.465,0.0,0.0,0.0,AS14.07
4/3/14,5,6.2,-0.4,0.2,0.090263477,8073.05,5,0,1054.542,4238.565,3877.882,0.0,0.0,0.0,45.36600000000001,707.6089999999998,265.369,0.0,0.0,0.0,AS14.07
4/4/14,5,6.5,-0.75,0.0,0.049630376,10023.579,7,2,847.6569999999998,4951.5920000000015,1674.868,0.0,0.0,0.0,231.544,1312.646,51.17,150.612,363.429,0.0,AS14.07
4/5/14,5,6.0,0.0,0.666666667,0.231306581,5377.288000000001,9,5,1983.907,1377.754,368.645,0.0,0.0,0.0,119.3,1239.181,149.298,0.0,0.0,0.0,AS14.07
4/6/14,5,6.75,-0.75,1.0,0.056315763,7656.606001,2,3,882.9060000000002,2782.046,2405.196,0.0,0.0,0.0,110.165,1596.296,0.0,0.0,1.002,0.0,AS14.07
4/7/14,5,5.4,-0.6,0.2,0.080524162,16856.014,0,1,1957.102,5549.669,5686.06,0.0,0.0,0.0,233.405,4001.641,0.0,0.0,0.0,0.0,AS14.07
4/8/14,5,6.8,-0.4,0.6,0.076801021,9726.615999,1,0,863.043,7209.865,800.643,0.0,0.0,0.0,178.111,533.825,0.0,414.965,0.0,0.0,AS14.07
4/9/14,5,6.4,-1.0,0.6,0.0707902,13731.391,2,2,828.2360000000001,2320.953,1187.693,0.0,0.0,0.0,115.867,638.086,0.0,0.0,6.0379999999999985,0.0,AS14.07
4/10/14,5,6.2,0.4,0.0,0.098958333,5612.331001,6,4,790.477,1210.962,1866.807,0.0,0.0,0.0,41.149,1690.067,22.179,0.0,0.0,0.0,AS14.07
4/11/14,5,3.5,0.5,-1.0,0.06868289,2235.206001,0,1,409.214,1436.89,0.0,0.0,0.0,0.0,40.111,90.485,255.401,0.0,0.0,0.0,AS14.07
4/12/14,5,6.4,0.0,0.75,0.153133802,14799.426,2,10,1581.299,5361.81,5463.314,0.0,0.0,0.0,177.143,1575.146,478.416,72.282,0.0,0.0,AS14.07
4/13/14,5,6.5,-0.25,1.0,0.016319444,8132.051001999998,5,0,728.6560000000002,2883.754000000001,1554.344,0.0,0.0,0.0,42.219,1395.631,0.0,0.0,0.0,0.0,AS14.07
4/14/14,5,6.2,-0.2,0.4,0.033353758,4822.974,2,1,862.117,2134.432,2948.943,0.0,0.0,0.0,91.556,315.377,0.0,0.0,0.0,0.0,AS14.07
4/15/14,5,6.0,-0.75,0.5,0.019623338,8726.610999999999,0,0,459.628,5490.562,1236.705,0.0,0.0,0.0,72.477,1464.611,0.0,0.0,0.0,0.0,AS14.07
4/16/14,5,4.75,-1.25,0.0,0.10595602,9003.359,2,8,1951.928,5813.764,0.0,0.0,0.0,0.0,404.782,1015.531,33.254,22.088,0.0,0.0,AS14.07
4/17/14,5,3.8,-1.2,-0.4,0.118090866,7809.419,1,0,1242.158,3915.546,1645.609,0.0,0.0,0.0,75.227,963.19,0.0,0.0,0.0,0.0,AS14.07
4/18/14,5,5.2,-1.0,-0.4,0.047270115,6566.541,1,2,906.605,3556.02,1009.281,0.0,0.0,0.0,142.871,644.361,0.0,0.0,0.0,0.0,AS14.07
4/19/14,5,7.0,0.25,0.75,0.003125471,2050.995001,0,0,219.009,1084.321,138.52200000000002,0.0,0.0,0.0,94.744,384.744,0.0,0.0,0.0,0.0,AS14.07
4/20/14,5,3.0,-2.0,-1.0,0.08680555599999999,6713.023001000001,0,0,99.644,2081.821,14.091,0.0,0.0,0.0,10.042,850.153,0.0,84.34700000000002,0.0,0.0,AS14.07
4/21/14,5,6.6,-0.4,0.8,0.061785468,9218.660999,0,0,1062.679,5514.199000000001,2479.237,0.0,0.0,0.0,97.31,2631.583,734.992,77.473,0.0,0.0,AS14.07
4/22/14,5,6.0,-0.2,0.4,0.090990182,5708.752,0,2,1053.466,2729.994,1650.744,0.0,0.0,0.0,120.341,118.47,0.0,0.0,0.0,0.0,AS14.07
4/23/14,5,6.0,-0.666666667,0.0,0.075373537,11782.639,5,0,1455.674,7785.343000000002,493.78,0.0,0.0,0.0,151.66899999999995,1399.264,81.312,412.628,0.0,0.0,AS14.07
4/24/14,5,5.6,-0.6,0.4,0.15798611099999998,3173.635,3,1,446.687,3558.812,0.0,0.0,0.0,0.0,166.793,214.721,0.0,0.0,1.003,0.0,AS14.07
4/25/14,5,3.333333333,0.333333333,-0.666666667,0.07604166700000001,5443.733,6,0,830.7389999999998,2063.598,1384.4,0.0,0.0,0.0,26.148000000000003,867.703,0.0,0.0,0.0,0.0,AS14.07
4/26/14,5,5.4,-0.4,-0.2,0.018915739,7633.689001999999,0,0,879.059,4805.511,326.22,0.0,0.0,0.0,220.196,939.188,0.0,409.774,0.0,0.0,AS14.07
4/27/14,5,6.0,-0.6,0.4,0.013407753,9327.362002,1,1,591.766,4909.536,441.766,0.0,0.0,0.0,179.703,1833.25,0.0,53.51,0.0,0.0,AS14.07
4/28/14,5,6.75,0.25,0.75,0.094489671,14356.782,9,3,3413.083,7304.385,1194.625,0.0,0.0,0.0,333.173,1640.126,1.004,286.976,7.21,0.0,AS14.07
4/29/14,5,5.0,-2.0,0.0,0.13463824800000002,6649.512,1,9,2796.391,6168.858,931.825,0.0,14.065,0.0,42.602,872.169,0.0,184.862,0.0,0.0,AS14.07
4/30/14,5,5.0,-2.0,0.5,0.024147919,7197.648001000001,0,0,-80367.93,10321.694,1436.8970000000004,0.0,0.0,0.0,830.935,418.836,0.0,206.912,0.0,0.0,AS14.07
5/1/14,5,5.0,-1.666666667,-0.333333333,0.103584527,5441.0580009999985,0,0,474.879,4111.2170000000015,432.474,0.0,0.0,0.0,32.19,817.0210000000002,0.0,98.515,0.0,0.0,AS14.07
5/2/14,5,6.2,-0.6,0.6,0.059104642,5961.156999,0,0,1964.09,6094.439,166.687,0.0,0.0,0.0,427.039,828.253,0.0,112.095,0.0,0.0,AS14.07
5/3/14,5,5.666666667,-0.666666667,0.0,0.075694444,1797.81,1,0,290.056,294.107,303.578,0.0,0.0,0.0,37.375,872.0,0.0,0.0,0.0,0.0,AS14.07
5/4/14,5,8.0,-1.0,1.0,0.082291667,2201.717,0,0,529.433,2160.107,153.388,0.0,0.0,0.0,9.085,251.575,0.0,0.0,0.0,0.0,AS14.07
5/5/14,5,5.5,-1.5,0.5,0.08033186763414632,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.07
